 # xp yp zp bx by bz
 0.55172E-01 -0.27586E+00  0.00000E+00 -0.91942E-04  0.18770E-03  0.26835E-02
 0.68966E-01 -0.27586E+00  0.00000E+00 -0.88510E-04  0.19611E-03  0.28077E-02
 0.82759E-01 -0.27586E+00  0.00000E+00 -0.84402E-04  0.20439E-03  0.29306E-02
 0.96552E-01 -0.27586E+00  0.00000E+00 -0.79601E-04  0.21247E-03  0.30509E-02
 0.11034E+00 -0.27586E+00  0.00000E+00 -0.74096E-04  0.22023E-03  0.31672E-02
 0.12414E+00 -0.27586E+00  0.00000E+00 -0.67890E-04  0.22758E-03  0.32780E-02
 0.13793E+00 -0.27586E+00  0.00000E+00 -0.60998E-04  0.23442E-03  0.33818E-02
 0.15172E+00 -0.27586E+00  0.00000E+00 -0.53450E-04  0.24064E-03  0.34771E-02
 0.16552E+00 -0.27586E+00  0.00000E+00 -0.45290E-04  0.24614E-03  0.35621E-02
 0.17931E+00 -0.27586E+00  0.00000E+00 -0.36577E-04  0.25082E-03  0.36355E-02
 0.19310E+00 -0.27586E+00  0.00000E+00 -0.27386E-04  0.25459E-03  0.36957E-02
 0.20690E+00 -0.27586E+00  0.00000E+00 -0.17808E-04  0.25737E-03  0.37416E-02
 0.22069E+00 -0.27586E+00  0.00000E+00 -0.79432E-05  0.25910E-03  0.37719E-02
 0.23448E+00 -0.27586E+00  0.00000E+00  0.20934E-05  0.25973E-03  0.37860E-02
 0.24828E+00 -0.27586E+00  0.00000E+00  0.12180E-04  0.25922E-03  0.37832E-02
 0.26207E+00 -0.27586E+00  0.00000E+00  0.22189E-04  0.25759E-03  0.37633E-02
 0.27586E+00 -0.27586E+00  0.00000E+00  0.31994E-04  0.25483E-03  0.37266E-02
 0.28966E+00 -0.27586E+00  0.00000E+00  0.41469E-04  0.25100E-03  0.36736E-02
 0.30345E+00 -0.27586E+00  0.00000E+00  0.50497E-04  0.24616E-03  0.36051E-02
 0.31724E+00 -0.27586E+00  0.00000E+00  0.58975E-04  0.24038E-03  0.35224E-02
 0.33103E+00 -0.27586E+00  0.00000E+00  0.66814E-04  0.23378E-03  0.34269E-02
 0.34483E+00 -0.27586E+00  0.00000E+00  0.73943E-04  0.22647E-03  0.33205E-02
 0.35862E+00 -0.27586E+00  0.00000E+00  0.80312E-04  0.21856E-03  0.32049E-02
 0.37241E+00 -0.27586E+00  0.00000E+00  0.85891E-04  0.21020E-03  0.30820E-02
 0.38621E+00 -0.27586E+00  0.00000E+00  0.90670E-04  0.20149E-03  0.29538E-02
 0.40000E+00 -0.27586E+00  0.00000E+00  0.94657E-04  0.19256E-03  0.28222E-02
 0.00000E+00 -0.26207E+00  0.00000E+00 -0.91869E-04  0.14778E-03  0.20185E-02
 0.13793E-01 -0.26207E+00  0.00000E+00 -0.90643E-04  0.15520E-03  0.21221E-02
 0.27586E-01 -0.26207E+00  0.00000E+00 -0.88938E-04  0.16272E-03  0.22275E-02
 0.41379E-01 -0.26207E+00  0.00000E+00 -0.86718E-04  0.17030E-03  0.23339E-02
 0.55172E-01 -0.26207E+00  0.00000E+00 -0.83952E-04  0.17787E-03  0.24408E-02
 0.68966E-01 -0.26207E+00  0.00000E+00 -0.80612E-04  0.18538E-03  0.25470E-02
 0.82759E-01 -0.26207E+00  0.00000E+00 -0.76678E-04  0.19275E-03  0.26517E-02
 0.96552E-01 -0.26207E+00  0.00000E+00 -0.72136E-04  0.19991E-03  0.27538E-02
 0.11034E+00 -0.26207E+00  0.00000E+00 -0.66982E-04  0.20676E-03  0.28521E-02
 0.12414E+00 -0.26207E+00  0.00000E+00 -0.61222E-04  0.21323E-03  0.29455E-02
 0.13793E+00 -0.26207E+00  0.00000E+00 -0.54872E-04  0.21922E-03  0.30325E-02
 0.15172E+00 -0.26207E+00  0.00000E+00 -0.47962E-04  0.22465E-03  0.31120E-02
 0.16552E+00 -0.26207E+00  0.00000E+00 -0.40531E-04  0.22943E-03  0.31827E-02
 0.17931E+00 -0.26207E+00  0.00000E+00 -0.32634E-04  0.23349E-03  0.32433E-02
 0.19310E+00 -0.26207E+00  0.00000E+00 -0.24337E-04  0.23674E-03  0.32929E-02
 0.20690E+00 -0.26207E+00  0.00000E+00 -0.15717E-04  0.23912E-03  0.33303E-02
 0.22069E+00 -0.26207E+00  0.00000E+00 -0.68613E-05  0.24058E-03  0.33548E-02
 0.23448E+00 -0.26207E+00  0.00000E+00  0.21323E-05  0.24108E-03  0.33656E-02
 0.24828E+00 -0.26207E+00  0.00000E+00  0.11161E-04  0.24061E-03  0.33626E-02
 0.26207E+00 -0.26207E+00  0.00000E+00  0.20119E-04  0.23915E-03  0.33454E-02
 0.27586E+00 -0.26207E+00  0.00000E+00  0.28900E-04  0.23673E-03  0.33143E-02
 0.28966E+00 -0.26207E+00  0.00000E+00  0.37399E-04  0.23337E-03  0.32697E-02
 0.30345E+00 -0.26207E+00  0.00000E+00  0.45519E-04  0.22914E-03  0.32124E-02
 0.31724E+00 -0.26207E+00  0.00000E+00  0.53173E-04  0.22409E-03  0.31432E-02
 0.33103E+00 -0.26207E+00  0.00000E+00  0.60286E-04  0.21832E-03  0.30633E-02
 0.34483E+00 -0.26207E+00  0.00000E+00  0.66797E-04  0.21192E-03  0.29741E-02
 0.35862E+00 -0.26207E+00  0.00000E+00  0.72662E-04  0.20498E-03  0.28771E-02
 0.37241E+00 -0.26207E+00  0.00000E+00  0.77853E-04  0.19762E-03  0.27738E-02
 0.38621E+00 -0.26207E+00  0.00000E+00  0.82356E-04  0.18993E-03  0.26656E-02
 0.40000E+00 -0.26207E+00  0.00000E+00  0.86176E-04  0.18202E-03  0.25541E-02
 0.00000E+00 -0.24828E+00  0.00000E+00 -0.84859E-04  0.14151E-03  0.18587E-02
 0.13793E-01 -0.24828E+00  0.00000E+00 -0.83523E-04  0.14824E-03  0.19491E-02
 0.27586E-01 -0.24828E+00  0.00000E+00 -0.81753E-04  0.15505E-03  0.20407E-02
 0.41379E-01 -0.24828E+00  0.00000E+00 -0.79520E-04  0.16187E-03  0.21328E-02
 0.55172E-01 -0.24828E+00  0.00000E+00 -0.76798E-04  0.16868E-03  0.22249E-02
 0.68966E-01 -0.24828E+00  0.00000E+00 -0.73568E-04  0.17539E-03  0.23162E-02
 0.82759E-01 -0.24828E+00  0.00000E+00 -0.69813E-04  0.18196E-03  0.24058E-02
 0.96552E-01 -0.24828E+00  0.00000E+00 -0.65526E-04  0.18831E-03  0.24928E-02
 0.11034E+00 -0.24828E+00  0.00000E+00 -0.60705E-04  0.19438E-03  0.25762E-02
 0.12414E+00 -0.24828E+00  0.00000E+00 -0.55360E-04  0.20008E-03  0.26551E-02
 0.13793E+00 -0.24828E+00  0.00000E+00 -0.49506E-04  0.20535E-03  0.27284E-02
 0.15172E+00 -0.24828E+00  0.00000E+00 -0.43171E-04  0.21011E-03  0.27951E-02
 0.16552E+00 -0.24828E+00  0.00000E+00 -0.36394E-04  0.21428E-03  0.28542E-02
 0.17931E+00 -0.24828E+00  0.00000E+00 -0.29221E-04  0.21780E-03  0.29047E-02
 0.19310E+00 -0.24828E+00  0.00000E+00 -0.21710E-04  0.22062E-03  0.29457E-02
 0.20690E+00 -0.24828E+00  0.00000E+00 -0.13930E-04  0.22267E-03  0.29764E-02
 0.22069E+00 -0.24828E+00  0.00000E+00 -0.59559E-05  0.22391E-03  0.29963E-02
 0.23448E+00 -0.24828E+00  0.00000E+00  0.21306E-05  0.22432E-03  0.30048E-02
 0.24828E+00 -0.24828E+00  0.00000E+00  0.10242E-04  0.22387E-03  0.30017E-02
 0.26207E+00 -0.24828E+00  0.00000E+00  0.18289E-04  0.22257E-03  0.29868E-02
 0.27586E+00 -0.24828E+00  0.00000E+00  0.26181E-04  0.22043E-03  0.29604E-02
 0.28966E+00 -0.24828E+00  0.00000E+00  0.33832E-04  0.21749E-03  0.29227E-02
 0.30345E+00 -0.24828E+00  0.00000E+00  0.41161E-04  0.21377E-03  0.28744E-02
 0.31724E+00 -0.24828E+00  0.00000E+00  0.48092E-04  0.20935E-03  0.28161E-02
 0.33103E+00 -0.24828E+00  0.00000E+00  0.54563E-04  0.20428E-03  0.27489E-02
 0.34483E+00 -0.24828E+00  0.00000E+00  0.60522E-04  0.19865E-03  0.26738E-02
 0.35862E+00 -0.24828E+00  0.00000E+00  0.65929E-04  0.19254E-03  0.25919E-02
 0.37241E+00 -0.24828E+00  0.00000E+00  0.70758E-04  0.18604E-03  0.25045E-02
 0.38621E+00 -0.24828E+00  0.00000E+00  0.74994E-04  0.17923E-03  0.24127E-02
 0.40000E+00 -0.24828E+00  0.00000E+00  0.78638E-04  0.17221E-03  0.23177E-02
 0.00000E+00 -0.23448E+00  0.00000E+00 -0.78479E-04  0.13551E-03  0.17141E-02
 0.13793E-01 -0.23448E+00  0.00000E+00 -0.77067E-04  0.14163E-03  0.17931E-02
 0.27586E-01 -0.23448E+00  0.00000E+00 -0.75262E-04  0.14779E-03  0.18729E-02
 0.41379E-01 -0.23448E+00  0.00000E+00 -0.73040E-04  0.15395E-03  0.19529E-02
 0.55172E-01 -0.23448E+00  0.00000E+00 -0.70382E-04  0.16007E-03  0.20326E-02
 0.68966E-01 -0.23448E+00  0.00000E+00 -0.67272E-04  0.16609E-03  0.21112E-02
 0.82759E-01 -0.23448E+00  0.00000E+00 -0.63700E-04  0.17195E-03  0.21881E-02
 0.96552E-01 -0.23448E+00  0.00000E+00 -0.59659E-04  0.17761E-03  0.22626E-02
 0.11034E+00 -0.23448E+00  0.00000E+00 -0.55154E-04  0.18299E-03  0.23337E-02
 0.12414E+00 -0.23448E+00  0.00000E+00 -0.50191E-04  0.18803E-03  0.24007E-02
 0.13793E+00 -0.23448E+00  0.00000E+00 -0.44790E-04  0.19267E-03  0.24628E-02
 0.15172E+00 -0.23448E+00  0.00000E+00 -0.38976E-04  0.19685E-03  0.25190E-02
 0.16552E+00 -0.23448E+00  0.00000E+00 -0.32783E-04  0.20051E-03  0.25686E-02
 0.17931E+00 -0.23448E+00  0.00000E+00 -0.26253E-04  0.20359E-03  0.26109E-02
 0.19310E+00 -0.23448E+00  0.00000E+00 -0.19439E-04  0.20603E-03  0.26450E-02
 0.20690E+00 -0.23448E+00  0.00000E+00 -0.12397E-04  0.20780E-03  0.26705E-02
 0.22069E+00 -0.23448E+00  0.00000E+00 -0.51939E-05  0.20886E-03  0.26867E-02
 0.23448E+00 -0.23448E+00  0.00000E+00  0.21005E-05  0.20919E-03  0.26934E-02
 0.24828E+00 -0.23448E+00  0.00000E+00  0.94122E-05  0.20878E-03  0.26903E-02
 0.26207E+00 -0.23448E+00  0.00000E+00  0.16665E-04  0.20762E-03  0.26774E-02
 0.27586E+00 -0.23448E+00  0.00000E+00  0.23784E-04  0.20573E-03  0.26548E-02
 0.28966E+00 -0.23448E+00  0.00000E+00  0.30696E-04  0.20313E-03  0.26228E-02
 0.30345E+00 -0.23448E+00  0.00000E+00  0.37331E-04  0.19985E-03  0.25819E-02
 0.31724E+00 -0.23448E+00  0.00000E+00  0.43627E-04  0.19596E-03  0.25326E-02
 0.33103E+00 -0.23448E+00  0.00000E+00  0.49529E-04  0.19150E-03  0.24757E-02
 0.34483E+00 -0.23448E+00  0.00000E+00  0.54993E-04  0.18653E-03  0.24121E-02
 0.35862E+00 -0.23448E+00  0.00000E+00  0.59983E-04  0.18113E-03  0.23426E-02
 0.37241E+00 -0.23448E+00  0.00000E+00  0.64475E-04  0.17537E-03  0.22683E-02
 0.38621E+00 -0.23448E+00  0.00000E+00  0.68455E-04  0.16933E-03  0.21900E-02
 0.40000E+00 -0.23448E+00  0.00000E+00  0.71920E-04  0.16307E-03  0.21088E-02
 0.00000E+00 -0.22069E+00  0.00000E+00 -0.72669E-04  0.12978E-03  0.15830E-02
 0.13793E-01 -0.22069E+00  0.00000E+00 -0.71208E-04  0.13535E-03  0.16523E-02
 0.27586E-01 -0.22069E+00  0.00000E+00 -0.69391E-04  0.14093E-03  0.17220E-02
 0.41379E-01 -0.22069E+00  0.00000E+00 -0.67200E-04  0.14650E-03  0.17917E-02
 0.55172E-01 -0.22069E+00  0.00000E+00 -0.64618E-04  0.15201E-03  0.18608E-02
 0.68966E-01 -0.22069E+00  0.00000E+00 -0.61635E-04  0.15741E-03  0.19288E-02
 0.82759E-01 -0.22069E+00  0.00000E+00 -0.58243E-04  0.16266E-03  0.19950E-02
 0.96552E-01 -0.22069E+00  0.00000E+00 -0.54440E-04  0.16771E-03  0.20589E-02
 0.11034E+00 -0.22069E+00  0.00000E+00 -0.50230E-04  0.17249E-03  0.21198E-02
 0.12414E+00 -0.22069E+00  0.00000E+00 -0.45622E-04  0.17696E-03  0.21770E-02
 0.13793E+00 -0.22069E+00  0.00000E+00 -0.40634E-04  0.18107E-03  0.22298E-02
 0.15172E+00 -0.22069E+00  0.00000E+00 -0.35290E-04  0.18475E-03  0.22774E-02
 0.16552E+00 -0.22069E+00  0.00000E+00 -0.29620E-04  0.18797E-03  0.23193E-02
 0.17931E+00 -0.22069E+00  0.00000E+00 -0.23664E-04  0.19066E-03  0.23548E-02
 0.19310E+00 -0.22069E+00  0.00000E+00 -0.17465E-04  0.19280E-03  0.23834E-02
 0.20690E+00 -0.22069E+00  0.00000E+00 -0.11075E-04  0.19433E-03  0.24046E-02
 0.22069E+00 -0.22069E+00  0.00000E+00 -0.45494E-05  0.19524E-03  0.24180E-02
 0.23448E+00 -0.22069E+00  0.00000E+00  0.20509E-05  0.19551E-03  0.24233E-02
 0.24828E+00 -0.22069E+00  0.00000E+00  0.86629E-05  0.19513E-03  0.24204E-02
 0.26207E+00 -0.22069E+00  0.00000E+00  0.15222E-04  0.19409E-03  0.24091E-02
 0.27586E+00 -0.22069E+00  0.00000E+00  0.21664E-04  0.19241E-03  0.23898E-02
 0.28966E+00 -0.22069E+00  0.00000E+00  0.27927E-04  0.19011E-03  0.23625E-02
 0.30345E+00 -0.22069E+00  0.00000E+00  0.33953E-04  0.18722E-03  0.23276E-02
 0.31724E+00 -0.22069E+00  0.00000E+00  0.39687E-04  0.18378E-03  0.22857E-02
 0.33103E+00 -0.22069E+00  0.00000E+00  0.45084E-04  0.17983E-03  0.22373E-02
 0.34483E+00 -0.22069E+00  0.00000E+00  0.50103E-04  0.17544E-03  0.21831E-02
 0.35862E+00 -0.22069E+00  0.00000E+00  0.54714E-04  0.17065E-03  0.21239E-02
 0.37241E+00 -0.22069E+00  0.00000E+00  0.58895E-04  0.16553E-03  0.20603E-02
 0.38621E+00 -0.22069E+00  0.00000E+00  0.62632E-04  0.16015E-03  0.19933E-02
 0.40000E+00 -0.22069E+00  0.00000E+00  0.65919E-04  0.15456E-03  0.19236E-02
 0.00000E+00 -0.20690E+00  0.00000E+00 -0.67371E-04  0.12432E-03  0.14641E-02
 0.13793E-01 -0.20690E+00  0.00000E+00 -0.65884E-04  0.12939E-03  0.15250E-02
 0.27586E-01 -0.20690E+00  0.00000E+00 -0.64074E-04  0.13446E-03  0.15860E-02
 0.41379E-01 -0.20690E+00  0.00000E+00 -0.61927E-04  0.13950E-03  0.16468E-02
 0.55172E-01 -0.20690E+00  0.00000E+00 -0.59431E-04  0.14447E-03  0.17070E-02
 0.68966E-01 -0.20690E+00  0.00000E+00 -0.56578E-04  0.14933E-03  0.17659E-02
 0.82759E-01 -0.20690E+00  0.00000E+00 -0.53363E-04  0.15403E-03  0.18232E-02
 0.96552E-01 -0.20690E+00  0.00000E+00 -0.49786E-04  0.15854E-03  0.18783E-02
 0.11034E+00 -0.20690E+00  0.00000E+00 -0.45851E-04  0.16281E-03  0.19306E-02
 0.12414E+00 -0.20690E+00  0.00000E+00 -0.41571E-04  0.16679E-03  0.19796E-02
 0.13793E+00 -0.20690E+00  0.00000E+00 -0.36960E-04  0.17043E-03  0.20246E-02
 0.15172E+00 -0.20690E+00  0.00000E+00 -0.32040E-04  0.17369E-03  0.20652E-02
 0.16552E+00 -0.20690E+00  0.00000E+00 -0.26841E-04  0.17652E-03  0.21008E-02
 0.17931E+00 -0.20690E+00  0.00000E+00 -0.21396E-04  0.17889E-03  0.21308E-02
 0.19310E+00 -0.20690E+00  0.00000E+00 -0.15744E-04  0.18076E-03  0.21549E-02
 0.20690E+00 -0.20690E+00  0.00000E+00 -0.99293E-05  0.18210E-03  0.21726E-02
 0.22069E+00 -0.20690E+00  0.00000E+00 -0.40013E-05  0.18288E-03  0.21837E-02
 0.23448E+00 -0.20690E+00  0.00000E+00  0.19883E-05  0.18310E-03  0.21879E-02
 0.24828E+00 -0.20690E+00  0.00000E+00  0.79857E-05  0.18275E-03  0.21852E-02
 0.26207E+00 -0.20690E+00  0.00000E+00  0.13936E-04  0.18182E-03  0.21754E-02
 0.27586E+00 -0.20690E+00  0.00000E+00  0.19783E-04  0.18032E-03  0.21587E-02
 0.28966E+00 -0.20690E+00  0.00000E+00  0.25476E-04  0.17828E-03  0.21353E-02
 0.30345E+00 -0.20690E+00  0.00000E+00  0.30963E-04  0.17572E-03  0.21055E-02
 0.31724E+00 -0.20690E+00  0.00000E+00  0.36200E-04  0.17266E-03  0.20697E-02
 0.33103E+00 -0.20690E+00  0.00000E+00  0.41145E-04  0.16916E-03  0.20283E-02
 0.34483E+00 -0.20690E+00  0.00000E+00  0.45765E-04  0.16526E-03  0.19819E-02
 0.35862E+00 -0.20690E+00  0.00000E+00  0.50031E-04  0.16100E-03  0.19312E-02
 0.37241E+00 -0.20690E+00  0.00000E+00  0.53924E-04  0.15644E-03  0.18766E-02
 0.38621E+00 -0.20690E+00  0.00000E+00  0.57430E-04  0.15163E-03  0.18190E-02
 0.40000E+00 -0.20690E+00  0.00000E+00  0.60543E-04  0.14663E-03  0.17588E-02
 0.00000E+00 -0.19310E+00  0.00000E+00 -0.62537E-04  0.11912E-03  0.13561E-02
 0.13793E-01 -0.19310E+00  0.00000E+00 -0.61040E-04  0.12374E-03  0.14097E-02
 0.27586E-01 -0.19310E+00  0.00000E+00 -0.59251E-04  0.12835E-03  0.14633E-02
 0.41379E-01 -0.19310E+00  0.00000E+00 -0.57159E-04  0.13291E-03  0.15165E-02
 0.55172E-01 -0.19310E+00  0.00000E+00 -0.54754E-04  0.13740E-03  0.15690E-02
 0.68966E-01 -0.19310E+00  0.00000E+00 -0.52032E-04  0.14178E-03  0.16202E-02
 0.82759E-01 -0.19310E+00  0.00000E+00 -0.48988E-04  0.14601E-03  0.16699E-02
 0.96552E-01 -0.19310E+00  0.00000E+00 -0.45625E-04  0.15006E-03  0.17176E-02
 0.11034E+00 -0.19310E+00  0.00000E+00 -0.41948E-04  0.15387E-03  0.17627E-02
 0.12414E+00 -0.19310E+00  0.00000E+00 -0.37969E-04  0.15741E-03  0.18048E-02
 0.13793E+00 -0.19310E+00  0.00000E+00 -0.33701E-04  0.16065E-03  0.18434E-02
 0.15172E+00 -0.19310E+00  0.00000E+00 -0.29167E-04  0.16354E-03  0.18781E-02
 0.16552E+00 -0.19310E+00  0.00000E+00 -0.24390E-04  0.16605E-03  0.19084E-02
 0.17931E+00 -0.19310E+00  0.00000E+00 -0.19402E-04  0.16814E-03  0.19340E-02
 0.19310E+00 -0.19310E+00  0.00000E+00 -0.14236E-04  0.16978E-03  0.19543E-02
 0.20690E+00 -0.19310E+00  0.00000E+00 -0.89327E-05  0.17095E-03  0.19693E-02
 0.22069E+00 -0.19310E+00  0.00000E+00 -0.35332E-05  0.17163E-03  0.19785E-02
 0.23448E+00 -0.19310E+00  0.00000E+00  0.19176E-05  0.17181E-03  0.19819E-02
 0.24828E+00 -0.19310E+00  0.00000E+00  0.73730E-05  0.17149E-03  0.19793E-02
 0.26207E+00 -0.19310E+00  0.00000E+00  0.12786E-04  0.17065E-03  0.19708E-02
 0.27586E+00 -0.19310E+00  0.00000E+00  0.18109E-04  0.16931E-03  0.19564E-02
 0.28966E+00 -0.19310E+00  0.00000E+00  0.23298E-04  0.16750E-03  0.19362E-02
 0.30345E+00 -0.19310E+00  0.00000E+00  0.28309E-04  0.16522E-03  0.19106E-02
 0.31724E+00 -0.19310E+00  0.00000E+00  0.33103E-04  0.16250E-03  0.18798E-02
 0.33103E+00 -0.19310E+00  0.00000E+00  0.37644E-04  0.15939E-03  0.18443E-02
 0.34483E+00 -0.19310E+00  0.00000E+00  0.41903E-04  0.15591E-03  0.18045E-02
 0.35862E+00 -0.19310E+00  0.00000E+00  0.45856E-04  0.15211E-03  0.17608E-02
 0.37241E+00 -0.19310E+00  0.00000E+00  0.49484E-04  0.14804E-03  0.17138E-02
 0.38621E+00 -0.19310E+00  0.00000E+00  0.52773E-04  0.14373E-03  0.16640E-02
 0.40000E+00 -0.19310E+00  0.00000E+00  0.55718E-04  0.13924E-03  0.16119E-02
 0.00000E+00 -0.17931E+00  0.00000E+00 -0.58120E-04  0.11417E-03  0.12577E-02
 0.13793E-01 -0.17931E+00  0.00000E+00 -0.56627E-04  0.11838E-03  0.13051E-02
 0.27586E-01 -0.17931E+00  0.00000E+00 -0.54870E-04  0.12258E-03  0.13522E-02
 0.41379E-01 -0.17931E+00  0.00000E+00 -0.52840E-04  0.12673E-03  0.13989E-02
 0.55172E-01 -0.17931E+00  0.00000E+00 -0.50531E-04  0.13079E-03  0.14448E-02
 0.68966E-01 -0.17931E+00  0.00000E+00 -0.47937E-04  0.13474E-03  0.14896E-02
 0.82759E-01 -0.17931E+00  0.00000E+00 -0.45058E-04  0.13855E-03  0.15328E-02
 0.96552E-01 -0.17931E+00  0.00000E+00 -0.41897E-04  0.14218E-03  0.15742E-02
 0.11034E+00 -0.17931E+00  0.00000E+00 -0.38461E-04  0.14560E-03  0.16132E-02
 0.12414E+00 -0.17931E+00  0.00000E+00 -0.34758E-04  0.14877E-03  0.16496E-02
 0.13793E+00 -0.17931E+00  0.00000E+00 -0.30804E-04  0.15165E-03  0.16828E-02
 0.15172E+00 -0.17931E+00  0.00000E+00 -0.26618E-04  0.15422E-03  0.17126E-02
 0.16552E+00 -0.17931E+00  0.00000E+00 -0.22221E-04  0.15645E-03  0.17386E-02
 0.17931E+00 -0.17931E+00  0.00000E+00 -0.17642E-04  0.15830E-03  0.17604E-02
 0.19310E+00 -0.17931E+00  0.00000E+00 -0.12911E-04  0.15974E-03  0.17777E-02
 0.20690E+00 -0.17931E+00  0.00000E+00 -0.80622E-05  0.16077E-03  0.17903E-02
 0.22069E+00 -0.17931E+00  0.00000E+00 -0.31314E-05  0.16137E-03  0.17981E-02
 0.23448E+00 -0.17931E+00  0.00000E+00  0.18421E-05  0.16152E-03  0.18008E-02
 0.24828E+00 -0.17931E+00  0.00000E+00  0.68181E-05  0.16121E-03  0.17984E-02
 0.26207E+00 -0.17931E+00  0.00000E+00  0.11756E-04  0.16046E-03  0.17910E-02
 0.27586E+00 -0.17931E+00  0.00000E+00  0.16615E-04  0.15927E-03  0.17784E-02
 0.28966E+00 -0.17931E+00  0.00000E+00  0.21357E-04  0.15764E-03  0.17610E-02
 0.30345E+00 -0.17931E+00  0.00000E+00  0.25944E-04  0.15561E-03  0.17389E-02
 0.31724E+00 -0.17931E+00  0.00000E+00  0.30343E-04  0.15319E-03  0.17124E-02
 0.33103E+00 -0.17931E+00  0.00000E+00  0.34523E-04  0.15041E-03  0.16818E-02
 0.34483E+00 -0.17931E+00  0.00000E+00  0.38457E-04  0.14730E-03  0.16474E-02
 0.35862E+00 -0.17931E+00  0.00000E+00  0.42123E-04  0.14390E-03  0.16096E-02
 0.37241E+00 -0.17931E+00  0.00000E+00  0.45506E-04  0.14025E-03  0.15689E-02
 0.38621E+00 -0.17931E+00  0.00000E+00  0.48592E-04  0.13638E-03  0.15257E-02
 0.40000E+00 -0.17931E+00  0.00000E+00  0.51376E-04  0.13234E-03  0.14805E-02
 0.00000E+00 -0.16552E+00  0.00000E+00 -0.54082E-04  0.10946E-03  0.11681E-02
 0.13793E-01 -0.16552E+00  0.00000E+00 -0.52603E-04  0.11332E-03  0.12100E-02
 0.27586E-01 -0.16552E+00  0.00000E+00 -0.50886E-04  0.11714E-03  0.12516E-02
 0.41379E-01 -0.16552E+00  0.00000E+00 -0.48923E-04  0.12091E-03  0.12927E-02
 0.55172E-01 -0.16552E+00  0.00000E+00 -0.46709E-04  0.12459E-03  0.13330E-02
 0.68966E-01 -0.16552E+00  0.00000E+00 -0.44242E-04  0.12817E-03  0.13722E-02
 0.82759E-01 -0.16552E+00  0.00000E+00 -0.41521E-04  0.13160E-03  0.14099E-02
 0.96552E-01 -0.16552E+00  0.00000E+00 -0.38550E-04  0.13487E-03  0.14459E-02
 0.11034E+00 -0.16552E+00  0.00000E+00 -0.35336E-04  0.13794E-03  0.14798E-02
 0.12414E+00 -0.16552E+00  0.00000E+00 -0.31888E-04  0.14078E-03  0.15113E-02
 0.13793E+00 -0.16552E+00  0.00000E+00 -0.28220E-04  0.14336E-03  0.15400E-02
 0.15172E+00 -0.16552E+00  0.00000E+00 -0.24350E-04  0.14565E-03  0.15657E-02
 0.16552E+00 -0.16552E+00  0.00000E+00 -0.20297E-04  0.14763E-03  0.15880E-02
 0.17931E+00 -0.16552E+00  0.00000E+00 -0.16086E-04  0.14927E-03  0.16067E-02
 0.19310E+00 -0.16552E+00  0.00000E+00 -0.11743E-04  0.15055E-03  0.16215E-02
 0.20690E+00 -0.16552E+00  0.00000E+00 -0.72988E-05  0.15146E-03  0.16323E-02
 0.22069E+00 -0.16552E+00  0.00000E+00 -0.27851E-05  0.15198E-03  0.16388E-02
 0.23448E+00 -0.16552E+00  0.00000E+00  0.17643E-05  0.15210E-03  0.16410E-02
 0.24828E+00 -0.16552E+00  0.00000E+00  0.63148E-05  0.15182E-03  0.16388E-02
 0.26207E+00 -0.16552E+00  0.00000E+00  0.10831E-04  0.15115E-03  0.16323E-02
 0.27586E+00 -0.16552E+00  0.00000E+00  0.15278E-04  0.15007E-03  0.16214E-02
 0.28966E+00 -0.16552E+00  0.00000E+00  0.19623E-04  0.14862E-03  0.16063E-02
 0.30345E+00 -0.16552E+00  0.00000E+00  0.23832E-04  0.14680E-03  0.15871E-02
 0.31724E+00 -0.16552E+00  0.00000E+00  0.27877E-04  0.14463E-03  0.15642E-02
 0.33103E+00 -0.16552E+00  0.00000E+00  0.31731E-04  0.14214E-03  0.15376E-02
 0.34483E+00 -0.16552E+00  0.00000E+00  0.35371E-04  0.13936E-03  0.15078E-02
 0.35862E+00 -0.16552E+00  0.00000E+00  0.38777E-04  0.13631E-03  0.14750E-02
 0.37241E+00 -0.16552E+00  0.00000E+00  0.41934E-04  0.13303E-03  0.14397E-02
 0.38621E+00 -0.16552E+00  0.00000E+00  0.44830E-04  0.12955E-03  0.14021E-02
 0.40000E+00 -0.16552E+00  0.00000E+00  0.47459E-04  0.12590E-03  0.13626E-02
 0.00000E+00 -0.15172E+00  0.00000E+00 -0.50384E-04  0.10499E-03  0.10864E-02
 0.13793E-01 -0.15172E+00  0.00000E+00 -0.48929E-04  0.10852E-03  0.11235E-02
 0.27586E-01 -0.15172E+00  0.00000E+00 -0.47258E-04  0.11201E-03  0.11603E-02
 0.41379E-01 -0.15172E+00  0.00000E+00 -0.45365E-04  0.11544E-03  0.11966E-02
 0.55172E-01 -0.15172E+00  0.00000E+00 -0.43246E-04  0.11878E-03  0.12320E-02
 0.68966E-01 -0.15172E+00  0.00000E+00 -0.40901E-04  0.12202E-03  0.12664E-02
 0.82759E-01 -0.15172E+00  0.00000E+00 -0.38331E-04  0.12513E-03  0.12994E-02
 0.96552E-01 -0.15172E+00  0.00000E+00 -0.35538E-04  0.12808E-03  0.13308E-02
 0.11034E+00 -0.15172E+00  0.00000E+00 -0.32531E-04  0.13084E-03  0.13604E-02
 0.12414E+00 -0.15172E+00  0.00000E+00 -0.29317E-04  0.13339E-03  0.13878E-02
