 # xp yp zp bx by bz
 0.13793E+00 -0.15172E+00  0.00000E+00 -0.25911E-04  0.13570E-03  0.14127E-02
 0.15172E+00 -0.15172E+00  0.00000E+00 -0.22327E-04  0.13775E-03  0.14349E-02
 0.16552E+00 -0.15172E+00  0.00000E+00 -0.18584E-04  0.13951E-03  0.14542E-02
 0.17931E+00 -0.15172E+00  0.00000E+00 -0.14703E-04  0.14098E-03  0.14703E-02
 0.19310E+00 -0.15172E+00  0.00000E+00 -0.10709E-04  0.14212E-03  0.14830E-02
 0.20690E+00 -0.15172E+00  0.00000E+00 -0.66268E-05  0.14292E-03  0.14922E-02
 0.22069E+00 -0.15172E+00  0.00000E+00 -0.24854E-05  0.14337E-03  0.14977E-02
 0.23448E+00 -0.15172E+00  0.00000E+00  0.16862E-05  0.14347E-03  0.14995E-02
 0.24828E+00 -0.15172E+00  0.00000E+00  0.58576E-05  0.14322E-03  0.14975E-02
 0.26207E+00 -0.15172E+00  0.00000E+00  0.99984E-05  0.14260E-03  0.14917E-02
 0.27586E+00 -0.15172E+00  0.00000E+00  0.14078E-04  0.14164E-03  0.14822E-02
 0.28966E+00 -0.15172E+00  0.00000E+00  0.18068E-04  0.14033E-03  0.14691E-02
 0.30345E+00 -0.15172E+00  0.00000E+00  0.21940E-04  0.13870E-03  0.14524E-02
 0.31724E+00 -0.15172E+00  0.00000E+00  0.25668E-04  0.13676E-03  0.14324E-02
 0.33103E+00 -0.15172E+00  0.00000E+00  0.29228E-04  0.13452E-03  0.14094E-02
 0.34483E+00 -0.15172E+00  0.00000E+00  0.32601E-04  0.13202E-03  0.13834E-02
 0.35862E+00 -0.15172E+00  0.00000E+00  0.35769E-04  0.12928E-03  0.13549E-02
 0.37241E+00 -0.15172E+00  0.00000E+00  0.38718E-04  0.12633E-03  0.13241E-02
 0.38621E+00 -0.15172E+00  0.00000E+00  0.41437E-04  0.12318E-03  0.12912E-02
 0.40000E+00 -0.15172E+00  0.00000E+00  0.43920E-04  0.11989E-03  0.12567E-02
 0.00000E+00 -0.13793E+00  0.00000E+00 -0.46994E-04  0.10074E-03  0.10117E-02
 0.13793E-01 -0.13793E+00  0.00000E+00 -0.45569E-04  0.10397E-03  0.10447E-02
 0.27586E-01 -0.13793E+00  0.00000E+00 -0.43948E-04  0.10716E-03  0.10773E-02
 0.41379E-01 -0.13793E+00  0.00000E+00 -0.42126E-04  0.11029E-03  0.11093E-02
 0.55172E-01 -0.13793E+00  0.00000E+00 -0.40102E-04  0.11333E-03  0.11406E-02
 0.68966E-01 -0.13793E+00  0.00000E+00 -0.37875E-04  0.11627E-03  0.11709E-02
 0.82759E-01 -0.13793E+00  0.00000E+00 -0.35447E-04  0.11909E-03  0.11999E-02
 0.96552E-01 -0.13793E+00  0.00000E+00 -0.32822E-04  0.12175E-03  0.12274E-02
 0.11034E+00 -0.13793E+00  0.00000E+00 -0.30005E-04  0.12424E-03  0.12532E-02
 0.12414E+00 -0.13793E+00  0.00000E+00 -0.27008E-04  0.12654E-03  0.12771E-02
 0.13793E+00 -0.13793E+00  0.00000E+00 -0.23840E-04  0.12861E-03  0.12988E-02
 0.15172E+00 -0.13793E+00  0.00000E+00 -0.20517E-04  0.13045E-03  0.13181E-02
 0.16552E+00 -0.13793E+00  0.00000E+00 -0.17054E-04  0.13203E-03  0.13348E-02
 0.17931E+00 -0.13793E+00  0.00000E+00 -0.13472E-04  0.13334E-03  0.13487E-02
 0.19310E+00 -0.13793E+00  0.00000E+00 -0.97904E-05  0.13435E-03  0.13597E-02
 0.20690E+00 -0.13793E+00  0.00000E+00 -0.60333E-05  0.13506E-03  0.13676E-02
 0.22069E+00 -0.13793E+00  0.00000E+00 -0.22250E-05  0.13547E-03  0.13723E-02
 0.23448E+00 -0.13793E+00  0.00000E+00  0.16088E-05  0.13555E-03  0.13738E-02
 0.24828E+00 -0.13793E+00  0.00000E+00  0.54417E-05  0.13531E-03  0.13719E-02
 0.26207E+00 -0.13793E+00  0.00000E+00  0.92472E-05  0.13476E-03  0.13668E-02
 0.27586E+00 -0.13793E+00  0.00000E+00  0.12999E-04  0.13389E-03  0.13585E-02
 0.28966E+00 -0.13793E+00  0.00000E+00  0.16671E-04  0.13271E-03  0.13470E-02
 0.30345E+00 -0.13793E+00  0.00000E+00  0.20240E-04  0.13124E-03  0.13325E-02
 0.31724E+00 -0.13793E+00  0.00000E+00  0.23682E-04  0.12949E-03  0.13150E-02
 0.33103E+00 -0.13793E+00  0.00000E+00  0.26978E-04  0.12748E-03  0.12949E-02
 0.34483E+00 -0.13793E+00  0.00000E+00  0.30108E-04  0.12523E-03  0.12722E-02
 0.35862E+00 -0.13793E+00  0.00000E+00  0.33059E-04  0.12276E-03  0.12473E-02
 0.37241E+00 -0.13793E+00  0.00000E+00  0.35816E-04  0.12009E-03  0.12203E-02
 0.38621E+00 -0.13793E+00  0.00000E+00  0.38370E-04  0.11725E-03  0.11915E-02
 0.40000E+00 -0.13793E+00  0.00000E+00  0.40714E-04  0.11426E-03  0.11612E-02
 0.00000E+00 -0.12414E+00  0.00000E+00 -0.43884E-04  0.96709E-04  0.94333E-03
 0.13793E-01 -0.12414E+00  0.00000E+00 -0.42493E-04  0.99671E-04  0.97270E-03
 0.27586E-01 -0.12414E+00  0.00000E+00 -0.40925E-04  0.10259E-03  0.10017E-02
 0.41379E-01 -0.12414E+00  0.00000E+00 -0.39175E-04  0.10544E-03  0.10301E-02
 0.55172E-01 -0.12414E+00  0.00000E+00 -0.37243E-04  0.10822E-03  0.10577E-02
 0.68966E-01 -0.12414E+00  0.00000E+00 -0.35129E-04  0.11089E-03  0.10844E-02
 0.82759E-01 -0.12414E+00  0.00000E+00 -0.32836E-04  0.11345E-03  0.11100E-02
 0.96552E-01 -0.12414E+00  0.00000E+00 -0.30366E-04  0.11586E-03  0.11342E-02
 0.11034E+00 -0.12414E+00  0.00000E+00 -0.27728E-04  0.11811E-03  0.11568E-02
 0.12414E+00 -0.12414E+00  0.00000E+00 -0.24929E-04  0.12018E-03  0.11777E-02
 0.13793E+00 -0.12414E+00  0.00000E+00 -0.21980E-04  0.12205E-03  0.11967E-02
 0.15172E+00 -0.12414E+00  0.00000E+00 -0.18893E-04  0.12370E-03  0.12135E-02
 0.16552E+00 -0.12414E+00  0.00000E+00 -0.15685E-04  0.12512E-03  0.12280E-02
 0.17931E+00 -0.12414E+00  0.00000E+00 -0.12372E-04  0.12629E-03  0.12401E-02
 0.19310E+00 -0.12414E+00  0.00000E+00 -0.89725E-05  0.12720E-03  0.12496E-02
 0.20690E+00 -0.12414E+00  0.00000E+00 -0.55073E-05  0.12783E-03  0.12564E-02
 0.22069E+00 -0.12414E+00  0.00000E+00 -0.19979E-05  0.12818E-03  0.12604E-02
 0.23448E+00 -0.12414E+00  0.00000E+00  0.15332E-05  0.12825E-03  0.12616E-02
 0.24828E+00 -0.12414E+00  0.00000E+00  0.50629E-05  0.12803E-03  0.12600E-02
 0.26207E+00 -0.12414E+00  0.00000E+00  0.85678E-05  0.12753E-03  0.12554E-02
 0.27586E+00 -0.12414E+00  0.00000E+00  0.12025E-04  0.12674E-03  0.12481E-02
 0.28966E+00 -0.12414E+00  0.00000E+00  0.15412E-04  0.12568E-03  0.12380E-02
 0.30345E+00 -0.12414E+00  0.00000E+00  0.18708E-04  0.12436E-03  0.12253E-02
 0.31724E+00 -0.12414E+00  0.00000E+00  0.21893E-04  0.12278E-03  0.12100E-02
 0.33103E+00 -0.12414E+00  0.00000E+00  0.24949E-04  0.12097E-03  0.11924E-02
 0.34483E+00 -0.12414E+00  0.00000E+00  0.27859E-04  0.11893E-03  0.11726E-02
 0.35862E+00 -0.12414E+00  0.00000E+00  0.30610E-04  0.11670E-03  0.11507E-02
 0.37241E+00 -0.12414E+00  0.00000E+00  0.33190E-04  0.11428E-03  0.11270E-02
 0.38621E+00 -0.12414E+00  0.00000E+00  0.35591E-04  0.11171E-03  0.11017E-02
 0.40000E+00 -0.12414E+00  0.00000E+00  0.37805E-04  0.10900E-03  0.10750E-02
 0.00000E+00 -0.11034E+00  0.00000E+00 -0.41027E-04  0.92878E-04  0.88071E-03
 0.13793E-01 -0.11034E+00  0.00000E+00 -0.39674E-04  0.95598E-04  0.90692E-03
 0.27586E-01 -0.11034E+00  0.00000E+00 -0.38159E-04  0.98272E-04  0.93272E-03
 0.41379E-01 -0.11034E+00  0.00000E+00 -0.36481E-04  0.10088E-03  0.95795E-03
 0.55172E-01 -0.11034E+00  0.00000E+00 -0.34639E-04  0.10341E-03  0.98246E-03
 0.68966E-01 -0.11034E+00  0.00000E+00 -0.32633E-04  0.10585E-03  0.10061E-02
 0.82759E-01 -0.11034E+00  0.00000E+00 -0.30466E-04  0.10817E-03  0.10286E-02
 0.96552E-01 -0.11034E+00  0.00000E+00 -0.28143E-04  0.11036E-03  0.10499E-02
 0.11034E+00 -0.11034E+00  0.00000E+00 -0.25669E-04  0.11240E-03  0.10699E-02
 0.12414E+00 -0.11034E+00  0.00000E+00 -0.23053E-04  0.11427E-03  0.10882E-02
 0.13793E+00 -0.11034E+00  0.00000E+00 -0.20303E-04  0.11596E-03  0.11048E-02
 0.15172E+00 -0.11034E+00  0.00000E+00 -0.17433E-04  0.11745E-03  0.11195E-02
 0.16552E+00 -0.11034E+00  0.00000E+00 -0.14456E-04  0.11872E-03  0.11322E-02
 0.17931E+00 -0.11034E+00  0.00000E+00 -0.11387E-04  0.11977E-03  0.11427E-02
 0.19310E+00 -0.11034E+00  0.00000E+00 -0.82418E-05  0.12059E-03  0.11510E-02
 0.20690E+00 -0.11034E+00  0.00000E+00 -0.50396E-05  0.12115E-03  0.11569E-02
 0.22069E+00 -0.11034E+00  0.00000E+00 -0.17991E-05  0.12147E-03  0.11603E-02
 0.23448E+00 -0.11034E+00  0.00000E+00  0.14599E-05  0.12152E-03  0.11613E-02
 0.24828E+00 -0.11034E+00  0.00000E+00  0.47172E-05  0.12132E-03  0.11598E-02
 0.26207E+00 -0.11034E+00  0.00000E+00  0.79522E-05  0.12086E-03  0.11558E-02
 0.27586E+00 -0.11034E+00  0.00000E+00  0.11145E-04  0.12015E-03  0.11493E-02
 0.28966E+00 -0.11034E+00  0.00000E+00  0.14276E-04  0.11919E-03  0.11405E-02
 0.30345E+00 -0.11034E+00  0.00000E+00  0.17326E-04  0.11799E-03  0.11293E-02
 0.31724E+00 -0.11034E+00  0.00000E+00  0.20278E-04  0.11657E-03  0.11159E-02
 0.33103E+00 -0.11034E+00  0.00000E+00  0.23116E-04  0.11493E-03  0.11004E-02
 0.34483E+00 -0.11034E+00  0.00000E+00  0.25825E-04  0.11309E-03  0.10829E-02
 0.35862E+00 -0.11034E+00  0.00000E+00  0.28394E-04  0.11106E-03  0.10637E-02
 0.37241E+00 -0.11034E+00  0.00000E+00  0.30811E-04  0.10887E-03  0.10428E-02
 0.38621E+00 -0.11034E+00  0.00000E+00  0.33068E-04  0.10653E-03  0.10205E-02
 0.40000E+00 -0.11034E+00  0.00000E+00  0.35159E-04  0.10407E-03  0.99694E-03
 0.00000E+00 -0.96552E-01  0.00000E+00 -0.38399E-04  0.89240E-04  0.82326E-03
 0.13793E-01 -0.96552E-01  0.00000E+00 -0.37086E-04  0.91741E-04  0.84669E-03
 0.27586E-01 -0.96552E-01  0.00000E+00 -0.35626E-04  0.94195E-04  0.86970E-03
 0.41379E-01 -0.96552E-01  0.00000E+00 -0.34018E-04  0.96586E-04  0.89217E-03
 0.55172E-01 -0.96552E-01  0.00000E+00 -0.32262E-04  0.98899E-04  0.91395E-03
 0.68966E-01 -0.96552E-01  0.00000E+00 -0.30360E-04  0.10112E-03  0.93489E-03
 0.82759E-01 -0.96552E-01  0.00000E+00 -0.28312E-04  0.10323E-03  0.95486E-03
 0.96552E-01 -0.96552E-01  0.00000E+00 -0.26125E-04  0.10522E-03  0.97370E-03
 0.11034E+00 -0.96552E-01  0.00000E+00 -0.23804E-04  0.10707E-03  0.99126E-03
 0.12414E+00 -0.96552E-01  0.00000E+00 -0.21356E-04  0.10877E-03  0.10074E-02
 0.13793E+00 -0.96552E-01  0.00000E+00 -0.18790E-04  0.11030E-03  0.10220E-02
 0.15172E+00 -0.96552E-01  0.00000E+00 -0.16118E-04  0.11164E-03  0.10349E-02
 0.16552E+00 -0.96552E-01  0.00000E+00 -0.13350E-04  0.11279E-03  0.10460E-02
 0.17931E+00 -0.96552E-01  0.00000E+00 -0.10502E-04  0.11374E-03  0.10552E-02
 0.19310E+00 -0.96552E-01  0.00000E+00 -0.75873E-05  0.11447E-03  0.10624E-02
 0.20690E+00 -0.96552E-01  0.00000E+00 -0.46226E-05  0.11498E-03  0.10675E-02
 0.22069E+00 -0.96552E-01  0.00000E+00 -0.16245E-05  0.11525E-03  0.10705E-02
 0.23448E+00 -0.96552E-01  0.00000E+00  0.13894E-05  0.11530E-03  0.10713E-02
 0.24828E+00 -0.96552E-01  0.00000E+00  0.44012E-05  0.11512E-03  0.10699E-02
 0.26207E+00 -0.96552E-01  0.00000E+00  0.73932E-05  0.11470E-03  0.10664E-02
 0.27586E+00 -0.96552E-01  0.00000E+00  0.10347E-04  0.11405E-03  0.10607E-02
 0.28966E+00 -0.96552E-01  0.00000E+00  0.13247E-04  0.11318E-03  0.10529E-02
 0.30345E+00 -0.96552E-01  0.00000E+00  0.16075E-04  0.11210E-03  0.10430E-02
 0.31724E+00 -0.96552E-01  0.00000E+00  0.18816E-04  0.11080E-03  0.10312E-02
 0.33103E+00 -0.96552E-01  0.00000E+00  0.21456E-04  0.10932E-03  0.10175E-02
 0.34483E+00 -0.96552E-01  0.00000E+00  0.23982E-04  0.10765E-03  0.10021E-02
 0.35862E+00 -0.96552E-01  0.00000E+00  0.26382E-04  0.10581E-03  0.98515E-03
 0.37241E+00 -0.96552E-01  0.00000E+00  0.28649E-04  0.10382E-03  0.96672E-03
 0.38621E+00 -0.96552E-01  0.00000E+00  0.30773E-04  0.10169E-03  0.94699E-03
 0.40000E+00 -0.96552E-01  0.00000E+00  0.32748E-04  0.99445E-04  0.92611E-03
 0.00000E+00 -0.82759E-01  0.00000E+00 -0.35980E-04  0.85785E-04  0.77048E-03
 0.13793E-01 -0.82759E-01  0.00000E+00 -0.34708E-04  0.88088E-04  0.79147E-03
 0.27586E-01 -0.82759E-01  0.00000E+00 -0.33303E-04  0.90341E-04  0.81204E-03
 0.41379E-01 -0.82759E-01  0.00000E+00 -0.31764E-04  0.92534E-04  0.83209E-03
 0.55172E-01 -0.82759E-01  0.00000E+00 -0.30091E-04  0.94652E-04  0.85149E-03
 0.68966E-01 -0.82759E-01  0.00000E+00 -0.28286E-04  0.96682E-04  0.87011E-03
 0.82759E-01 -0.82759E-01  0.00000E+00 -0.26351E-04  0.98610E-04  0.88782E-03
 0.96552E-01 -0.82759E-01  0.00000E+00 -0.24291E-04  0.10042E-03  0.90451E-03
 0.11034E+00 -0.82759E-01  0.00000E+00 -0.22111E-04  0.10210E-03  0.92005E-03
 0.12414E+00 -0.82759E-01  0.00000E+00 -0.19818E-04  0.10364E-03  0.93430E-03
 0.13793E+00 -0.82759E-01  0.00000E+00 -0.17421E-04  0.10503E-03  0.94717E-03
 0.15172E+00 -0.82759E-01  0.00000E+00 -0.14929E-04  0.10625E-03  0.95853E-03
 0.16552E+00 -0.82759E-01  0.00000E+00 -0.12353E-04  0.10729E-03  0.96829E-03
 0.17931E+00 -0.82759E-01  0.00000E+00 -0.97050E-05  0.10814E-03  0.97636E-03
 0.19310E+00 -0.82759E-01  0.00000E+00 -0.69993E-05  0.10880E-03  0.98265E-03
 0.20690E+00 -0.82759E-01  0.00000E+00 -0.42495E-05  0.10925E-03  0.98711E-03
 0.22069E+00 -0.82759E-01  0.00000E+00 -0.14707E-05  0.10950E-03  0.98970E-03
 0.23448E+00 -0.82759E-01  0.00000E+00  0.13218E-05  0.10954E-03  0.99037E-03
 0.24828E+00 -0.82759E-01  0.00000E+00  0.41121E-05  0.10937E-03  0.98912E-03
 0.26207E+00 -0.82759E-01  0.00000E+00  0.68844E-05  0.10899E-03  0.98594E-03
 0.27586E+00 -0.82759E-01  0.00000E+00  0.96232E-05  0.10840E-03  0.98088E-03
 0.28966E+00 -0.82759E-01  0.00000E+00  0.12313E-04  0.10761E-03  0.97396E-03
 0.30345E+00 -0.82759E-01  0.00000E+00  0.14940E-04  0.10662E-03  0.96524E-03
 0.31724E+00 -0.82759E-01  0.00000E+00  0.17489E-04  0.10545E-03  0.95480E-03
 0.33103E+00 -0.82759E-01  0.00000E+00  0.19948E-04  0.10410E-03  0.94272E-03
 0.34483E+00 -0.82759E-01  0.00000E+00  0.22307E-04  0.10258E-03  0.92911E-03
 0.35862E+00 -0.82759E-01  0.00000E+00  0.24554E-04  0.10091E-03  0.91409E-03
 0.37241E+00 -0.82759E-01  0.00000E+00  0.26681E-04  0.99097E-04  0.89776E-03
 0.38621E+00 -0.82759E-01  0.00000E+00  0.28681E-04  0.97157E-04  0.88025E-03
 0.40000E+00 -0.82759E-01  0.00000E+00  0.30548E-04  0.95106E-04  0.86171E-03
 0.00000E+00 -0.68966E-01  0.00000E+00 -0.33749E-04  0.82504E-04  0.72193E-03
 0.13793E-01 -0.68966E-01  0.00000E+00 -0.32520E-04  0.84625E-04  0.74076E-03
 0.27586E-01 -0.68966E-01  0.00000E+00 -0.31169E-04  0.86699E-04  0.75920E-03
 0.41379E-01 -0.68966E-01  0.00000E+00 -0.29697E-04  0.88712E-04  0.77712E-03
 0.55172E-01 -0.68966E-01  0.00000E+00 -0.28103E-04  0.90654E-04  0.79444E-03
 0.68966E-01 -0.68966E-01  0.00000E+00 -0.26391E-04  0.92512E-04  0.81103E-03
 0.82759E-01 -0.68966E-01  0.00000E+00 -0.24562E-04  0.94274E-04  0.82679E-03
 0.96552E-01 -0.68966E-01  0.00000E+00 -0.22620E-04  0.95927E-04  0.84161E-03
 0.11034E+00 -0.68966E-01  0.00000E+00 -0.20571E-04  0.97460E-04  0.85539E-03
 0.12414E+00 -0.68966E-01  0.00000E+00 -0.18422E-04  0.98861E-04  0.86801E-03
 0.13793E+00 -0.68966E-01  0.00000E+00 -0.16179E-04  0.10012E-03  0.87938E-03
 0.15172E+00 -0.68966E-01  0.00000E+00 -0.13852E-04  0.10122E-03  0.88941E-03
 0.16552E+00 -0.68966E-01  0.00000E+00 -0.11450E-04  0.10217E-03  0.89801E-03
 0.17931E+00 -0.68966E-01  0.00000E+00 -0.89858E-05  0.10294E-03  0.90511E-03
 0.19310E+00 -0.68966E-01  0.00000E+00 -0.64697E-05  0.10353E-03  0.91064E-03
 0.20690E+00 -0.68966E-01  0.00000E+00 -0.39150E-05  0.10394E-03  0.91454E-03
 0.22069E+00 -0.68966E-01  0.00000E+00 -0.13347E-05  0.10416E-03  0.91679E-03
 0.23448E+00 -0.68966E-01  0.00000E+00  0.12573E-05  0.10420E-03  0.91734E-03
 0.24828E+00 -0.68966E-01  0.00000E+00  0.38470E-05  0.10404E-03  0.91620E-03
 0.26207E+00 -0.68966E-01  0.00000E+00  0.64206E-05  0.10369E-03  0.91337E-03
 0.27586E+00 -0.68966E-01  0.00000E+00  0.89641E-05  0.10315E-03  0.90887E-03
 0.28966E+00 -0.68966E-01  0.00000E+00  0.11464E-04  0.10243E-03  0.90273E-03
 0.30345E+00 -0.68966E-01  0.00000E+00  0.13908E-04  0.10154E-03  0.89500E-03
 0.31724E+00 -0.68966E-01  0.00000E+00  0.16283E-04  0.10047E-03  0.88574E-03
 0.33103E+00 -0.68966E-01  0.00000E+00  0.18577E-04  0.99238E-04  0.87504E-03
 0.34483E+00 -0.68966E-01  0.00000E+00  0.20782E-04  0.97855E-04  0.86297E-03
 0.35862E+00 -0.68966E-01  0.00000E+00  0.22888E-04  0.96331E-04  0.84963E-03
 0.37241E+00 -0.68966E-01  0.00000E+00  0.24886E-04  0.94677E-04  0.83512E-03
 0.38621E+00 -0.68966E-01  0.00000E+00  0.26770E-04  0.92906E-04  0.81956E-03
 0.40000E+00 -0.68966E-01  0.00000E+00  0.28536E-04  0.91029E-04  0.80305E-03
 0.00000E+00 -0.55172E-01  0.00000E+00 -0.31690E-04  0.79386E-04  0.67721E-03
 0.13793E-01 -0.55172E-01  0.00000E+00 -0.30504E-04  0.81344E-04  0.69414E-03
 0.27586E-01 -0.55172E-01  0.00000E+00 -0.29206E-04  0.83253E-04  0.71069E-03
 0.41379E-01 -0.55172E-01  0.00000E+00 -0.27799E-04  0.85105E-04  0.72675E-03
 0.55172E-01 -0.55172E-01  0.00000E+00 -0.26281E-04  0.86888E-04  0.74224E-03
 0.68966E-01 -0.55172E-01  0.00000E+00 -0.24656E-04  0.88591E-04  0.75706E-03
 0.82759E-01 -0.55172E-01  0.00000E+00 -0.22926E-04  0.90204E-04  0.77111E-03
 0.96552E-01 -0.55172E-01  0.00000E+00 -0.21095E-04  0.91715E-04  0.78431E-03
 0.11034E+00 -0.55172E-01  0.00000E+00 -0.19168E-04  0.93114E-04  0.79656E-03
 0.12414E+00 -0.55172E-01  0.00000E+00 -0.17151E-04  0.94391E-04  0.80776E-03
 0.13793E+00 -0.55172E-01  0.00000E+00 -0.15050E-04  0.95536E-04  0.81784E-03
 0.15172E+00 -0.55172E-01  0.00000E+00 -0.12874E-04  0.96541E-04  0.82672E-03
 0.16552E+00 -0.55172E-01  0.00000E+00 -0.10633E-04  0.97396E-04  0.83433E-03
 0.17931E+00 -0.55172E-01  0.00000E+00 -0.83350E-05  0.98096E-04  0.84059E-03
 0.19310E+00 -0.55172E-01  0.00000E+00 -0.59916E-05  0.98633E-04  0.84546E-03
 0.20690E+00 -0.55172E-01  0.00000E+00 -0.36141E-05  0.99003E-04  0.84888E-03
 0.22069E+00 -0.55172E-01  0.00000E+00 -0.12142E-05  0.99203E-04  0.85084E-03
 0.23448E+00 -0.55172E-01  0.00000E+00  0.11959E-05  0.99230E-04  0.85130E-03
 0.24828E+00 -0.55172E-01  0.00000E+00  0.36037E-05  0.99083E-04  0.85027E-03
 0.26207E+00 -0.55172E-01  0.00000E+00  0.59969E-05  0.98764E-04  0.84773E-03
 0.27586E+00 -0.55172E-01  0.00000E+00  0.83632E-05  0.98274E-04  0.84372E-03
 0.28966E+00 -0.55172E-01  0.00000E+00  0.10691E-04  0.97617E-04  0.83825E-03
 0.30345E+00 -0.55172E-01  0.00000E+00  0.12968E-04  0.96799E-04  0.83138E-03
 0.31724E+00 -0.55172E-01  0.00000E+00  0.15183E-04  0.95825E-04  0.82315E-03
 0.33103E+00 -0.55172E-01  0.00000E+00  0.17328E-04  0.94702E-04  0.81364E-03
 0.34483E+00 -0.55172E-01  0.00000E+00  0.19391E-04  0.93440E-04  0.80290E-03
 0.35862E+00 -0.55172E-01  0.00000E+00  0.21366E-04  0.92048E-04  0.79103E-03
 0.37241E+00 -0.55172E-01  0.00000E+00  0.23245E-04  0.90536E-04  0.77811E-03
 0.38621E+00 -0.55172E-01  0.00000E+00  0.25023E-04  0.88915E-04  0.76423E-03
 0.40000E+00 -0.55172E-01  0.00000E+00  0.26693E-04  0.87196E-04  0.74950E-03
 0.00000E+00 -0.41379E-01  0.00000E+00 -0.29788E-04  0.76423E-04  0.63596E-03
 0.13793E-01 -0.41379E-01  0.00000E+00 -0.28644E-04  0.78232E-04  0.65122E-03
 0.27586E-01 -0.41379E-01  0.00000E+00 -0.27399E-04  0.79993E-04  0.66610E-03
 0.41379E-01 -0.41379E-01  0.00000E+00 -0.26054E-04  0.81698E-04  0.68052E-03
 0.55172E-01 -0.41379E-01  0.00000E+00 -0.24609E-04  0.83337E-04  0.69441E-03
 0.68966E-01 -0.41379E-01  0.00000E+00 -0.23066E-04  0.84901E-04  0.70767E-03
 0.82759E-01 -0.41379E-01  0.00000E+00 -0.21429E-04  0.86379E-04  0.72023E-03
 0.96552E-01 -0.41379E-01  0.00000E+00 -0.19701E-04  0.87763E-04  0.73201E-03
 0.11034E+00 -0.41379E-01  0.00000E+00 -0.17887E-04  0.89042E-04  0.74292E-03
 0.12414E+00 -0.41379E-01  0.00000E+00 -0.15992E-04  0.90208E-04  0.75290E-03
 0.13793E+00 -0.41379E-01  0.00000E+00 -0.14022E-04  0.91253E-04  0.76186E-03
 0.15172E+00 -0.41379E-01  0.00000E+00 -0.11986E-04  0.92168E-04  0.76974E-03
 0.16552E+00 -0.41379E-01  0.00000E+00 -0.98902E-05  0.92947E-04  0.77648E-03
 0.17931E+00 -0.41379E-01  0.00000E+00 -0.77448E-05  0.93582E-04  0.78202E-03
 0.19310E+00 -0.41379E-01  0.00000E+00 -0.55590E-05  0.94070E-04  0.78632E-03
 0.20690E+00 -0.41379E-01  0.00000E+00 -0.33429E-05  0.94404E-04  0.78934E-03
 0.22069E+00 -0.41379E-01  0.00000E+00 -0.11071E-05  0.94584E-04  0.79105E-03
 0.23448E+00 -0.41379E-01  0.00000E+00  0.11375E-05  0.94606E-04  0.79144E-03
 0.24828E+00 -0.41379E-01  0.00000E+00  0.33800E-05  0.94470E-04  0.79049E-03
 0.26207E+00 -0.41379E-01  0.00000E+00  0.56092E-05  0.94177E-04  0.78822E-03
 0.27586E+00 -0.41379E-01  0.00000E+00  0.78142E-05  0.93729E-04  0.78463E-03
 0.28966E+00 -0.41379E-01  0.00000E+00  0.99844E-05  0.93129E-04  0.77976E-03
 0.30345E+00 -0.41379E-01  0.00000E+00  0.12109E-04  0.92381E-04  0.77363E-03
 0.31724E+00 -0.41379E-01  0.00000E+00  0.14180E-04  0.91491E-04  0.76630E-03
 0.33103E+00 -0.41379E-01  0.00000E+00  0.16186E-04  0.90465E-04  0.75782E-03
 0.34483E+00 -0.41379E-01  0.00000E+00  0.18121E-04  0.89311E-04  0.74824E-03
 0.35862E+00 -0.41379E-01  0.00000E+00  0.19975E-04  0.88037E-04  0.73765E-03
 0.37241E+00 -0.41379E-01  0.00000E+00  0.21744E-04  0.86652E-04  0.72611E-03
 0.38621E+00 -0.41379E-01  0.00000E+00  0.23421E-04  0.85166E-04  0.71371E-03
 0.40000E+00 -0.41379E-01  0.00000E+00  0.25002E-04  0.83588E-04  0.70053E-03
 0.00000E+00 -0.27586E-01  0.00000E+00 -0.28029E-04  0.73607E-04  0.59788E-03
 0.13793E-01 -0.27586E-01  0.00000E+00 -0.26926E-04  0.75279E-04  0.61165E-03
 0.27586E-01 -0.27586E-01  0.00000E+00 -0.25732E-04  0.76906E-04  0.62505E-03
 0.41379E-01 -0.27586E-01  0.00000E+00 -0.24447E-04  0.78478E-04  0.63803E-03
 0.55172E-01 -0.27586E-01  0.00000E+00 -0.23071E-04  0.79987E-04  0.65050E-03
 0.68966E-01 -0.27586E-01  0.00000E+00 -0.21607E-04  0.81425E-04  0.66240E-03
 0.82759E-01 -0.27586E-01  0.00000E+00 -0.20057E-04  0.82783E-04  0.67365E-03
 0.96552E-01 -0.27586E-01  0.00000E+00 -0.18425E-04  0.84051E-04  0.68418E-03
 0.11034E+00 -0.27586E-01  0.00000E+00 -0.16716E-04  0.85223E-04  0.69393E-03
 0.12414E+00 -0.27586E-01  0.00000E+00 -0.14933E-04  0.86290E-04  0.70283E-03
 0.13793E+00 -0.27586E-01  0.00000E+00 -0.13084E-04  0.87245E-04  0.71082E-03
 0.15172E+00 -0.27586E-01  0.00000E+00 -0.11176E-04  0.88080E-04  0.71783E-03
 0.16552E+00 -0.27586E-01  0.00000E+00 -0.92143E-05  0.88790E-04  0.72382E-03
 0.17931E+00 -0.27586E-01  0.00000E+00 -0.72084E-05  0.89368E-04  0.72874E-03
 0.19310E+00 -0.27586E-01  0.00000E+00 -0.51665E-05  0.89811E-04  0.73255E-03
 0.20690E+00 -0.27586E-01  0.00000E+00 -0.30977E-05  0.90115E-04  0.73521E-03
